ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME
SDF,"Louisville, KY",OKC,"Oklahoma City, OK"
SDF,"Louisville, KY",LFT,"Lafayette, LA"
SDF,"Louisville, KY",LIT,"Little Rock, AR"
SDF,"Louisville, KY",ALB,"Albany, NY"
SDF,"Louisville, KY",SHV,"Shreveport, LA"
SDF,"Louisville, KY",FWA,"Fort Wayne, IN"
SDF,"Louisville, KY",HSV,"Huntsville, AL"
SDF,"Louisville, KY",JAN,"Jackson/Vicksburg, MS"
SDF,"Louisville, KY",MFE,"Mission/McAllen/Edinburg, TX"
SDF,"Louisville, KY",PIA,"Peoria, IL"
SDF,"Louisville, KY",BUF,"Buffalo, NY"
SDF,"Louisville, KY",ORD,"Chicago, IL"
SDF,"Louisville, KY",STL,"St. Louis, MO"
SDF,"Louisville, KY",FAT,"Fresno, CA"
SDF,"Louisville, KY",ONT,"Ontario, CA"
SDF,"Louisville, KY",SAT,"San Antonio, TX"
SDF,"Louisville, KY",TYS,"Knoxville, TN"
SDF,"Louisville, KY",IAH,"Houston, TX"
SDF,"Louisville, KY",EWR,"Newark, NJ"
SDF,"Louisville, KY",CAE,"Columbia, SC"
SDF,"Louisville, KY",GSO,"Greensboro/High Point, NC"
SDF,"Louisville, KY",OMA,"Omaha, NE"
SDF,"Louisville, KY",TPA,"Tampa, FL"
SDF,"Louisville, KY",DEN,"Denver, CO"
SDF,"Louisville, KY",SLC,"Salt Lake City, UT"
SDF,"Louisville, KY",OAK,"Oakland, CA"
SDF,"Louisville, KY",MDT,"Harrisburg, PA"
SDF,"Louisville, KY",BFI,"Seattle, WA"
SDF,"Louisville, KY",JAX,"Jacksonville, FL"
SDF,"Louisville, KY",GSP,"Greer, SC"
SDF,"Louisville, KY",SYR,"Syracuse, NY"
SDF,"Louisville, KY",MSP,"Minneapolis, MN"
SDF,"Louisville, KY",RNO,"Reno, NV"
SDF,"Louisville, KY",CID,"Cedar Rapids/Iowa City, IA"
SDF,"Louisville, KY",SGF,"Springfield, MO"
SDF,"Louisville, KY",LBB,"Lubbock, TX"
SDF,"Louisville, KY",FAR,"Fargo, ND"
SDF,"Louisville, KY",ABQ,"Albuquerque, NM"
SDF,"Louisville, KY",BIL,"Billings, MT"
SDF,"Louisville, KY",CLT,"Charlotte, NC"
SDF,"Louisville, KY",RFD,"Rockford, IL"
SDF,"Louisville, KY",BHM,"Birmingham, AL"
SDF,"Louisville, KY",RDU,"Raleigh/Durham, NC"
SDF,"Louisville, KY",PHL,"Philadelphia, PA"
SDF,"Louisville, KY",MSY,"New Orleans, LA"
SDF,"Louisville, KY",PIT,"Pittsburgh, PA"
SDF,"Louisville, KY",DFW,"Dallas/Fort Worth, TX"
SDF,"Louisville, KY",BDL,"Hartford, CT"
SDF,"Louisville, KY",TUL,"Tulsa, OK"
SDF,"Louisville, KY",ATL,"Atlanta, GA"
SDF,"Louisville, KY",BOS,"Boston, MA"
SDF,"Louisville, KY",PHX,"Phoenix, AZ"
SDF,"Louisville, KY",SJU,"San Juan, PR"
SDF,"Louisville, KY",BUR,"Burbank, CA"
SDF,"Louisville, KY",AUS,"Austin, TX"
SDF,"Louisville, KY",ABY,"Albany, GA"
SDF,"Louisville, KY",LCK,"Columbus, OH"
SDF,"Louisville, KY",MHR,"Sacramento, CA"
SDF,"Louisville, KY",SWF,"Newburgh/Poughkeepsie, NY"
SDF,"Louisville, KY",MCI,"Kansas City, MO"
SDF,"Louisville, KY",PNS,"Pensacola, FL"
SDF,"Louisville, KY",MCO,"Orlando, FL"
SDF,"Louisville, KY",MHT,"Manchester, NH"
SDF,"Louisville, KY",PBI,"West Palm Beach/Palm Beach, FL"
SDF,"Louisville, KY",RIC,"Richmond, VA"
SDF,"Louisville, KY",FSD,"Sioux Falls, SD"
SDF,"Louisville, KY",OKC,"Oklahoma City, OK"
SDF,"Louisville, KY",LIT,"Little Rock, AR"
SDF,"Louisville, KY",GYY,"Gary, IN"
SDF,"Louisville, KY",JAN,"Jackson/Vicksburg, MS"
SDF,"Louisville, KY",MFE,"Mission/McAllen/Edinburg, TX"
SDF,"Louisville, KY",CLE,"Cleveland, OH"
SDF,"Louisville, KY",DTW,"Detroit, MI"
SDF,"Louisville, KY",MIA,"Miami, FL"
SDF,"Louisville, KY",ORD,"Chicago, IL"
SDF,"Louisville, KY",ONT,"Ontario, CA"
SDF,"Louisville, KY",SAT,"San Antonio, TX"
SDF,"Louisville, KY",IAH,"Houston, TX"
SDF,"Louisville, KY",EWR,"Newark, NJ"
SDF,"Louisville, KY",CAE,"Columbia, SC"
SDF,"Louisville, KY",TPA,"Tampa, FL"
SDF,"Louisville, KY",DEN,"Denver, CO"
SDF,"Louisville, KY",OAK,"Oakland, CA"
SDF,"Louisville, KY",MDT,"Harrisburg, PA"
SDF,"Louisville, KY",BFI,"Seattle, WA"
SDF,"Louisville, KY",BWI,"Baltimore, MD"
SDF,"Louisville, KY",MSP,"Minneapolis, MN"
SDF,"Louisville, KY",PDX,"Portland, OR"
SDF,"Louisville, KY",MKE,"Milwaukee, WI"
SDF,"Louisville, KY",CLT,"Charlotte, NC"
SDF,"Louisville, KY",MEM,"Memphis, TN"
SDF,"Louisville, KY",HNL,"Honolulu, HI"
SDF,"Louisville, KY",RDU,"Raleigh/Durham, NC"
SDF,"Louisville, KY",PHL,"Philadelphia, PA"
SDF,"Louisville, KY",PIT,"Pittsburgh, PA"
SDF,"Louisville, KY",IAD,"Washington, DC"
SDF,"Louisville, KY",LAN,"Lansing, MI"
SDF,"Louisville, KY",DFW,"Dallas/Fort Worth, TX"
SDF,"Louisville, KY",BDL,"Hartford, CT"
SDF,"Louisville, KY",ATL,"Atlanta, GA"
SDF,"Louisville, KY",PHX,"Phoenix, AZ"
SDF,"Louisville, KY",SJU,"San Juan, PR"
SDF,"Louisville, KY",ANC,"Anchorage, AK"
SDF,"Louisville, KY",MHR,"Sacramento, CA"
SDF,"Louisville, KY",MCI,"Kansas City, MO"
SDF,"Louisville, KY",JFK,"New York, NY"
SDF,"Louisville, KY",MCO,"Orlando, FL"
SDF,"Louisville, KY",RIC,"Richmond, VA"
SDF,"Louisville, KY",TPA,"Tampa, FL"
SDF,"Louisville, KY",DEN,"Denver, CO"
SDF,"Louisville, KY",LAS,"Las Vegas, NV"
SDF,"Louisville, KY",BWI,"Baltimore, MD"
SDF,"Louisville, KY",DAL,"Dallas, TX"
SDF,"Louisville, KY",ATL,"Atlanta, GA"
SDF,"Louisville, KY",MDW,"Chicago, IL"
SDF,"Louisville, KY",MCO,"Orlando, FL"
SDF,"Louisville, KY",TPA,"Tampa, FL"
SDF,"Louisville, KY",DEN,"Denver, CO"
SDF,"Louisville, KY",LAS,"Las Vegas, NV"
SDF,"Louisville, KY",BWI,"Baltimore, MD"
SDF,"Louisville, KY",DAL,"Dallas, TX"
SDF,"Louisville, KY",PIT,"Pittsburgh, PA"
SDF,"Louisville, KY",BNA,"Nashville, TN"
SDF,"Louisville, KY",ATL,"Atlanta, GA"
SDF,"Louisville, KY",FLL,"Fort Lauderdale, FL"
SDF,"Louisville, KY",PHX,"Phoenix, AZ"
SDF,"Louisville, KY",MDW,"Chicago, IL"
SDF,"Louisville, KY",RSW,"Fort Myers, FL"
SDF,"Louisville, KY",MCO,"Orlando, FL"
SDF,"Louisville, KY",DEN,"Denver, CO"
SDF,"Louisville, KY",LAS,"Las Vegas, NV"
SDF,"Louisville, KY",BWI,"Baltimore, MD"
SDF,"Louisville, KY",ATL,"Atlanta, GA"
SDF,"Louisville, KY",MDW,"Chicago, IL"
SDF,"Louisville, KY",MCO,"Orlando, FL"
SDF,"Louisville, KY",DTW,"Detroit, MI"
SDF,"Louisville, KY",ELP,"El Paso, TX"
SDF,"Louisville, KY",YIP,"Detroit, MI"
SDF,"Louisville, KY",LSE,"La Crosse, WI"
SDF,"Louisville, KY",MEM,"Memphis, TN"
SDF,"Louisville, KY",YIP,"Detroit, MI"
SDF,"Louisville, KY",YIP,"Detroit, MI"
SDF,"Louisville, KY",MEM,"Memphis, TN"
SDF,"Louisville, KY",LEX,"Lexington, KY"
SDF,"Louisville, KY",IAH,"Houston, TX"
SDF,"Louisville, KY",IAD,"Washington, DC"
SDF,"Louisville, KY",DFW,"Dallas/Fort Worth, TX"
SDF,"Louisville, KY",ORD,"Chicago, IL"
SDF,"Louisville, KY",PHL,"Philadelphia, PA"
SDF,"Louisville, KY",MIA,"Miami, FL"
SDF,"Louisville, KY",IFP,"Bullhead City, AZ"
SDF,"Louisville, KY",ATL,"Atlanta, GA"
SDF,"Louisville, KY",TLH,"Tallahassee, FL"
SDF,"Louisville, KY",CVG,"Cincinnati, OH"
SDF,"Louisville, KY",MEM,"Memphis, TN"
SDF,"Louisville, KY",MEM,"Memphis, TN"
SDF,"Louisville, KY",VPS,"Valparaiso, FL"
SDF,"Louisville, KY",LAS,"Las Vegas, NV"
SDF,"Louisville, KY",PIE,"St. Petersburg, FL"
SDF,"Louisville, KY",VPS,"Valparaiso, FL"
SDF,"Louisville, KY",LAS,"Las Vegas, NV"
SDF,"Louisville, KY",SFB,"Sanford, FL"
SDF,"Louisville, KY",MSY,"New Orleans, LA"
SDF,"Louisville, KY",PIE,"St. Petersburg, FL"
SDF,"Louisville, KY",FLL,"Fort Lauderdale, FL"
SDF,"Louisville, KY",PGD,"Punta Gorda, FL"
SDF,"Louisville, KY",SFB,"Sanford, FL"
SDF,"Louisville, KY",TVF,"Thief River Falls, MN"
SDF,"Louisville, KY",LAS,"Las Vegas, NV"
SDF,"Louisville, KY",LAX,"Los Angeles, CA"
SDF,"Louisville, KY",FLL,"Fort Lauderdale, FL"
SDF,"Louisville, KY",RSW,"Fort Myers, FL"
SDF,"Louisville, KY",MCO,"Orlando, FL"
SDF,"Louisville, KY",LAX,"Los Angeles, CA"
SDF,"Louisville, KY",MCI,"Kansas City, MO"
SDF,"Louisville, KY",PNS,"Pensacola, FL"
SDF,"Louisville, KY",LAX,"Los Angeles, CA"
SDF,"Louisville, KY",HYA,"Hyannis, MA"
SDF,"Louisville, KY",MQY,"Smyrna, TN"
SDF,"Louisville, KY",SC6,"Charleston, SC"
SDF,"Louisville, KY",MSY,"New Orleans, LA"
SDF,"Louisville, KY",CHS,"Charleston, SC"
SDF,"Louisville, KY",TPA,"Tampa, FL"
SDF,"Louisville, KY",MSY,"New Orleans, LA"
SDM,"San Diego, CA",BUR,"Burbank, CA"
SDM,"San Diego, CA",MRY,"Monterey, CA"
SDM,"San Diego, CA",SNA,"Santa Ana, CA"
SDP,"Sandpoint, AK",ANC,"Anchorage, AK"
SDP,"Sandpoint, AK",CDB,"Cold Bay, AK"
SDP,"Sandpoint, AK",DUT,"Unalaska, AK"
SDP,"Sandpoint, AK",ANC,"Anchorage, AK"
SDP,"Sandpoint, AK",DUT,"Unalaska, AK"
SDP,"Sandpoint, AK",ANC,"Anchorage, AK"
SDP,"Sandpoint, AK",CDB,"Cold Bay, AK"
SDP,"Sandpoint, AK",ILI,"Iliamna, AK"
SDY,"Sidney, MT",BIL,"Billings, MT"
SEA,"Seattle, WA",DTW,"Detroit, MI"
SEA,"Seattle, WA",CVG,"Cincinnati, OH"
SEA,"Seattle, WA",ORD,"Chicago, IL"
SEA,"Seattle, WA",STL,"St. Louis, MO"
SEA,"Seattle, WA",JNU,"Juneau, AK"
SEA,"Seattle, WA",SIT,"Sitka, AK"
SEA,"Seattle, WA",BOI,"Boise, ID"
SEA,"Seattle, WA",ONT,"Ontario, CA"
SEA,"Seattle, WA",SAT,"San Antonio, TX"
SEA,"Seattle, WA",PSP,"Palm Springs, CA"
SEA,"Seattle, WA",SMF,"Sacramento, CA"
SEA,"Seattle, WA",IAH,"Houston, TX"
SEA,"Seattle, WA",CMH,"Columbus, OH"
SEA,"Seattle, WA",EWR,"Newark, NJ"
SEA,"Seattle, WA",OMA,"Omaha, NE"
SEA,"Seattle, WA",TPA,"Tampa, FL"
SEA,"Seattle, WA",DEN,"Denver, CO"
SEA,"Seattle, WA",SLC,"Salt Lake City, UT"
SEA,"Seattle, WA",LAS,"Las Vegas, NV"
SEA,"Seattle, WA",OAK,"Oakland, CA"
SEA,"Seattle, WA",SAN,"San Diego, CA"
SEA,"Seattle, WA",FAI,"Fairbanks, AK"
SEA,"Seattle, WA",BWI,"Baltimore, MD"
SEA,"Seattle, WA",MSP,"Minneapolis, MN"
SEA,"Seattle, WA",GEG,"Spokane, WA"
SEA,"Seattle, WA",PDX,"Portland, OR"
SEA,"Seattle, WA",MKE,"Milwaukee, WI"
SEA,"Seattle, WA",ABQ,"Albuquerque, NM"
SEA,"Seattle, WA",IND,"Indianapolis, IN"
SEA,"Seattle, WA",HNL,"Honolulu, HI"
SEA,"Seattle, WA",OGG,"Kahului, HI"
SEA,"Seattle, WA",DAL,"Dallas, TX"
SEA,"Seattle, WA",RDU,"Raleigh/Durham, NC"
SEA,"Seattle, WA",PHL,"Philadelphia, PA"
SEA,"Seattle, WA",MSY,"New Orleans, LA"
SEA,"Seattle, WA",PIT,"Pittsburgh, PA"
SEA,"Seattle, WA",IAD,"Washington, DC"
SEA,"Seattle, WA",DFW,"Dallas/Fort Worth, TX"
SEA,"Seattle, WA",BNA,"Nashville, TN"
SEA,"Seattle, WA",ATL,"Atlanta, GA"
SEA,"Seattle, WA",LAX,"Los Angeles, CA"
SEA,"Seattle, WA",SJC,"San Jose, CA"
SEA,"Seattle, WA",FLL,"Fort Lauderdale, FL"
SEA,"Seattle, WA",BOS,"Boston, MA"
SEA,"Seattle, WA",PHX,"Phoenix, AZ"
SEA,"Seattle, WA",KTN,"Ketchikan, AK"
SEA,"Seattle, WA",ANC,"Anchorage, AK"
SEA,"Seattle, WA",BUR,"Burbank, CA"
SEA,"Seattle, WA",SFO,"San Francisco, CA"
SEA,"Seattle, WA",LIH,"Lihue, HI"
SEA,"Seattle, WA",AUS,"Austin, TX"
SEA,"Seattle, WA",SNA,"Santa Ana, CA"
SEA,"Seattle, WA",KOA,"Kona, HI"
SEA,"Seattle, WA",TUS,"Tucson, AZ"
SEA,"Seattle, WA",MCI,"Kansas City, MO"
SEA,"Seattle, WA",MCO,"Orlando, FL"
SEA,"Seattle, WA",CHS,"Charleston, SC"
SEA,"Seattle, WA",OKC,"Oklahoma City, OK"
SEA,"Seattle, WA",CVG,"Cincinnati, OH"
SEA,"Seattle, WA",JNU,"Juneau, AK"
SEA,"Seattle, WA",BOI,"Boise, ID"
SEA,"Seattle, WA",ONT,"Ontario, CA"
SEA,"Seattle, WA",PSP,"Palm Springs, CA"
SEA,"Seattle, WA",SMF,"Sacramento, CA"
SEA,"Seattle, WA",SLC,"Salt Lake City, UT"
SEA,"Seattle, WA",LAS,"Las Vegas, NV"
SEA,"Seattle, WA",OAK,"Oakland, CA"
SEA,"Seattle, WA",SAN,"San Diego, CA"
SEA,"Seattle, WA",GEG,"Spokane, WA"
SEA,"Seattle, WA",PDX,"Portland, OR"
SEA,"Seattle, WA",MSY,"New Orleans, LA"
SEA,"Seattle, WA",DFW,"Dallas/Fort Worth, TX"
SEA,"Seattle, WA",SJC,"San Jose, CA"
SEA,"Seattle, WA",PHX,"Phoenix, AZ"
SEA,"Seattle, WA",KTN,"Ketchikan, AK"
SEA,"Seattle, WA",ANC,"Anchorage, AK"
SEA,"Seattle, WA",BUR,"Burbank, CA"
SEA,"Seattle, WA",AUS,"Austin, TX"
SEA,"Seattle, WA",SNA,"Santa Ana, CA"
SEA,"Seattle, WA",OKC,"Oklahoma City, OK"
SEA,"Seattle, WA",DTW,"Detroit, MI"
SEA,"Seattle, WA",CVG,"Cincinnati, OH"
SEA,"Seattle, WA",ORD,"Chicago, IL"
SEA,"Seattle, WA",STL,"St. Louis, MO"
SEA,"Seattle, WA",FAT,"Fresno, CA"
SEA,"Seattle, WA",JNU,"Juneau, AK"
SEA,"Seattle, WA",SIT,"Sitka, AK"
SEA,"Seattle, WA",BOI,"Boise, ID"
SEA,"Seattle, WA",ONT,"Ontario, CA"
SEA,"Seattle, WA",SAT,"San Antonio, TX"
SEA,"Seattle, WA",PSP,"Palm Springs, CA"
SEA,"Seattle, WA",SMF,"Sacramento, CA"
SEA,"Seattle, WA",IAH,"Houston, TX"
SEA,"Seattle, WA",CMH,"Columbus, OH"
SEA,"Seattle, WA",EWR,"Newark, NJ"
SEA,"Seattle, WA",OMA,"Omaha, NE"
SEA,"Seattle, WA",TPA,"Tampa, FL"
SEA,"Seattle, WA",DEN,"Denver, CO"
SEA,"Seattle, WA",SLC,"Salt Lake City, UT"
SEA,"Seattle, WA",LAS,"Las Vegas, NV"
SEA,"Seattle, WA",OAK,"Oakland, CA"
SEA,"Seattle, WA",SAN,"San Diego, CA"
SEA,"Seattle, WA",FAI,"Fairbanks, AK"
SEA,"Seattle, WA",BWI,"Baltimore, MD"
SEA,"Seattle, WA",MSP,"Minneapolis, MN"
SEA,"Seattle, WA",GEG,"Spokane, WA"
SEA,"Seattle, WA",RNO,"Reno, NV"
SEA,"Seattle, WA",PDX,"Portland, OR"
SEA,"Seattle, WA",MKE,"Milwaukee, WI"
SEA,"Seattle, WA",ABQ,"Albuquerque, NM"
SEA,"Seattle, WA",IND,"Indianapolis, IN"
SEA,"Seattle, WA",HNL,"Honolulu, HI"
SEA,"Seattle, WA",OGG,"Kahului, HI"
SEA,"Seattle, WA",DAL,"Dallas, TX"
SEA,"Seattle, WA",RDU,"Raleigh/Durham, NC"
SEA,"Seattle, WA",PHL,"Philadelphia, PA"
SEA,"Seattle, WA",MSY,"New Orleans, LA"
SEA,"Seattle, WA",PIT,"Pittsburgh, PA"
SEA,"Seattle, WA",IAD,"Washington, DC"
SEA,"Seattle, WA",DFW,"Dallas/Fort Worth, TX"
SEA,"Seattle, WA",BNA,"Nashville, TN"
SEA,"Seattle, WA",ATL,"Atlanta, GA"
SEA,"Seattle, WA",LAX,"Los Angeles, CA"
SEA,"Seattle, WA",SJC,"San Jose, CA"
SEA,"Seattle, WA",FLL,"Fort Lauderdale, FL"
SEA,"Seattle, WA",BOS,"Boston, MA"
SEA,"Seattle, WA",PHX,"Phoenix, AZ"
SEA,"Seattle, WA",KTN,"Ketchikan, AK"
SEA,"Seattle, WA",ANC,"Anchorage, AK"
SEA,"Seattle, WA",BUR,"Burbank, CA"
SEA,"Seattle, WA",SFO,"San Francisco, CA"
SEA,"Seattle, WA",LIH,"Lihue, HI"
SEA,"Seattle, WA",AUS,"Austin, TX"
SEA,"Seattle, WA",KOA,"Kona, HI"
SEA,"Seattle, WA",TUS,"Tucson, AZ"
SEA,"Seattle, WA",MCI,"Kansas City, MO"
SEA,"Seattle, WA",JFK,"New York, NY"
SEA,"Seattle, WA",MCO,"Orlando, FL"
SEA,"Seattle, WA",CHS,"Charleston, SC"
SEA,"Seattle, WA",OKC,"Oklahoma City, OK"
SEA,"Seattle, WA",ORD,"Chicago, IL"
SEA,"Seattle, WA",SMF,"Sacramento, CA"
SEA,"Seattle, WA",SLC,"Salt Lake City, UT"
SEA,"Seattle, WA",LAS,"Las Vegas, NV"
SEA,"Seattle, WA",SAN,"San Diego, CA"
SEA,"Seattle, WA",GEG,"Spokane, WA"
SEA,"Seattle, WA",PDX,"Portland, OR"
SEA,"Seattle, WA",DAL,"Dallas, TX"
SEA,"Seattle, WA",LAX,"Los Angeles, CA"
SEA,"Seattle, WA",SJC,"San Jose, CA"
SEA,"Seattle, WA",BZN,"Bozeman, MT"
SEA,"Seattle, WA",BUR,"Burbank, CA"
SEA,"Seattle, WA",SFO,"San Francisco, CA"
SEA,"Seattle, WA",SNA,"Santa Ana, CA"
SEA,"Seattle, WA",DCA,"Washington, DC"
SEA,"Seattle, WA",JFK,"New York, NY"
SEA,"Seattle, WA",LAS,"Las Vegas, NV"
SEA,"Seattle, WA",SAN,"San Diego, CA"
SEA,"Seattle, WA",PDX,"Portland, OR"
SEA,"Seattle, WA",PHL,"Philadelphia, PA"
SEA,"Seattle, WA",IAD,"Washington, DC"
SEA,"Seattle, WA",LAX,"Los Angeles, CA"
SEA,"Seattle, WA",BZN,"Bozeman, MT"
SEA,"Seattle, WA",BOS,"Boston, MA"
SEA,"Seattle, WA",SFO,"San Francisco, CA"
SEA,"Seattle, WA",DCA,"Washington, DC"
SEA,"Seattle, WA",JFK,"New York, NY"
SEA,"Seattle, WA",ORD,"Chicago, IL"
SEA,"Seattle, WA",STL,"St. Louis, MO"
SEA,"Seattle, WA",FAT,"Fresno, CA"
SEA,"Seattle, WA",JNU,"Juneau, AK"
SEA,"Seattle, WA",SIT,"Sitka, AK"
SEA,"Seattle, WA",BOI,"Boise, ID"
SEA,"Seattle, WA",ONT,"Ontario, CA"
SEA,"Seattle, WA",SAT,"San Antonio, TX"
SEA,"Seattle, WA",PSP,"Palm Springs, CA"
SEA,"Seattle, WA",SMF,"Sacramento, CA"
SEA,"Seattle, WA",OMA,"Omaha, NE"
SEA,"Seattle, WA",DEN,"Denver, CO"
SEA,"Seattle, WA",SLC,"Salt Lake City, UT"
SEA,"Seattle, WA",LAS,"Las Vegas, NV"
SEA,"Seattle, WA",OAK,"Oakland, CA"
SEA,"Seattle, WA",SAN,"San Diego, CA"
SEA,"Seattle, WA",FAI,"Fairbanks, AK"
SEA,"Seattle, WA",MSP,"Minneapolis, MN"
SEA,"Seattle, WA",GEG,"Spokane, WA"
SEA,"Seattle, WA",RNO,"Reno, NV"
SEA,"Seattle, WA",PDX,"Portland, OR"
SEA,"Seattle, WA",MKE,"Milwaukee, WI"
SEA,"Seattle, WA",ABQ,"Albuquerque, NM"
SEA,"Seattle, WA",DFW,"Dallas/Fort Worth, TX"
SEA,"Seattle, WA",LAX,"Los Angeles, CA"
SEA,"Seattle, WA",SJC,"San Jose, CA"
SEA,"Seattle, WA",PHX,"Phoenix, AZ"
SEA,"Seattle, WA",KTN,"Ketchikan, AK"
SEA,"Seattle, WA",ANC,"Anchorage, AK"
SEA,"Seattle, WA",BUR,"Burbank, CA"
SEA,"Seattle, WA",SFO,"San Francisco, CA"
SEA,"Seattle, WA",AUS,"Austin, TX"
SEA,"Seattle, WA",TUS,"Tucson, AZ"
SEA,"Seattle, WA",MCI,"Kansas City, MO"
SEA,"Seattle, WA",OKC,"Oklahoma City, OK"
SEA,"Seattle, WA",LAS,"Las Vegas, NV"
SEA,"Seattle, WA",SAN,"San Diego, CA"
SEA,"Seattle, WA",PDX,"Portland, OR"
SEA,"Seattle, WA",HNL,"Honolulu, HI"
SEA,"Seattle, WA",LAX,"Los Angeles, CA"
SEA,"Seattle, WA",SFO,"San Francisco, CA"
SEA,"Seattle, WA",KOA,"Kona, HI"
SEA,"Seattle, WA",JNU,"Juneau, AK"
SEA,"Seattle, WA",JNU,"Juneau, AK"
SEA,"Seattle, WA",KTN,"Ketchikan, AK"
SEA,"Seattle, WA",JNU,"Juneau, AK"
SEA,"Seattle, WA",KTN,"Ketchikan, AK"
SEA,"Seattle, WA",PSG,"Petersburg, AK"
SEA,"Seattle, WA",WRG,"Wrangell, AK"
SEA,"Seattle, WA",ANC,"Anchorage, AK"
SEA,"Seattle, WA",SLC,"Salt Lake City, UT"
SEA,"Seattle, WA",EUG,"Eugene, OR"
SEA,"Seattle, WA",OGG,"Kahului, HI"
SEA,"Seattle, WA",PUW,"Pullman, WA"
SEA,"Seattle, WA",DTW,"Detroit, MI"
SEA,"Seattle, WA",SLC,"Salt Lake City, UT"
SEA,"Seattle, WA",BFI,"Seattle, WA"
SEA,"Seattle, WA",EUG,"Eugene, OR"
SEA,"Seattle, WA",LAX,"Los Angeles, CA"
SEA,"Seattle, WA",SBA,"Santa Barbara, CA"
SEA,"Seattle, WA",FAT,"Fresno, CA"
SEA,"Seattle, WA",BOI,"Boise, ID"
SEA,"Seattle, WA",SMF,"Sacramento, CA"
SEA,"Seattle, WA",STS,"Santa Rosa, CA"
SEA,"Seattle, WA",ELP,"El Paso, TX"
SEA,"Seattle, WA",SLC,"Salt Lake City, UT"
SEA,"Seattle, WA",OAK,"Oakland, CA"
SEA,"Seattle, WA",FCA,"Kalispell, MT"
SEA,"Seattle, WA",MFR,"Medford, OR"
SEA,"Seattle, WA",GEG,"Spokane, WA"
SEA,"Seattle, WA",EUG,"Eugene, OR"
SEA,"Seattle, WA",RNO,"Reno, NV"
SEA,"Seattle, WA",PDX,"Portland, OR"
SEA,"Seattle, WA",RDM,"Bend/Redmond, OR"
SEA,"Seattle, WA",MSO,"Missoula, MT"
SEA,"Seattle, WA",BIL,"Billings, MT"
SEA,"Seattle, WA",BZN,"Bozeman, MT"
SEA,"Seattle, WA",ANC,"Anchorage, AK"
SEA,"Seattle, WA",SFO,"San Francisco, CA"
SEA,"Seattle, WA",MRY,"Monterey, CA"
SEA,"Seattle, WA",SBP,"San Luis Obispo, CA"
SEA,"Seattle, WA",ICT,"Wichita, KS"
SEA,"Seattle, WA",BOI,"Boise, ID"
SEA,"Seattle, WA",STS,"Santa Rosa, CA"
SEA,"Seattle, WA",OAK,"Oakland, CA"
SEA,"Seattle, WA",FCA,"Kalispell, MT"
SEA,"Seattle, WA",MFR,"Medford, OR"
SEA,"Seattle, WA",GEG,"Spokane, WA"
SEA,"Seattle, WA",EUG,"Eugene, OR"
SEA,"Seattle, WA",RNO,"Reno, NV"
SEA,"Seattle, WA",YKM,"Yakima, WA"
SEA,"Seattle, WA",PDX,"Portland, OR"
SEA,"Seattle, WA",RDM,"Bend/Redmond, OR"
SEA,"Seattle, WA",RDD,"Redding, CA"
SEA,"Seattle, WA",IDA,"Idaho Falls, ID"
SEA,"Seattle, WA",GTF,"Great Falls, MT"
SEA,"Seattle, WA",PSC,"Pasco/Kennewick/Richland, WA"
SEA,"Seattle, WA",BLI,"Bellingham, WA"
SEA,"Seattle, WA",MSO,"Missoula, MT"
SEA,"Seattle, WA",HLN,"Helena, MT"
SEA,"Seattle, WA",BIL,"Billings, MT"
SEA,"Seattle, WA",BZN,"Bozeman, MT"
SEA,"Seattle, WA",EAT,"Wenatchee, WA"
SEA,"Seattle, WA",PUW,"Pullman, WA"
SEA,"Seattle, WA",SUN,"Sun Valley/Hailey/Ketchum, ID"
SEA,"Seattle, WA",ALW,"Walla Walla, WA"
SEA,"Seattle, WA",DTW,"Detroit, MI"
SEA,"Seattle, WA",CVG,"Cincinnati, OH"
SEA,"Seattle, WA",JNU,"Juneau, AK"
SEA,"Seattle, WA",PSP,"Palm Springs, CA"
SEA,"Seattle, WA",TPA,"Tampa, FL"
SEA,"Seattle, WA",SLC,"Salt Lake City, UT"
SEA,"Seattle, WA",LAS,"Las Vegas, NV"
SEA,"Seattle, WA",SAN,"San Diego, CA"
SEA,"Seattle, WA",FAI,"Fairbanks, AK"
SEA,"Seattle, WA",MSP,"Minneapolis, MN"
SEA,"Seattle, WA",GEG,"Spokane, WA"
SEA,"Seattle, WA",PDX,"Portland, OR"
SEA,"Seattle, WA",RDU,"Raleigh/Durham, NC"
SEA,"Seattle, WA",IAD,"Washington, DC"
SEA,"Seattle, WA",ATL,"Atlanta, GA"
SEA,"Seattle, WA",LAX,"Los Angeles, CA"
SEA,"Seattle, WA",BOS,"Boston, MA"
SEA,"Seattle, WA",PHX,"Phoenix, AZ"
SEA,"Seattle, WA",ANC,"Anchorage, AK"
SEA,"Seattle, WA",SFO,"San Francisco, CA"
SEA,"Seattle, WA",JFK,"New York, NY"
SEA,"Seattle, WA",MCO,"Orlando, FL"
SEA,"Seattle, WA",MSP,"Minneapolis, MN"
SEA,"Seattle, WA",HNL,"Honolulu, HI"
SEA,"Seattle, WA",OGG,"Kahului, HI"
SEA,"Seattle, WA",ATL,"Atlanta, GA"
SEA,"Seattle, WA",LAX,"Los Angeles, CA"
SEA,"Seattle, WA",JFK,"New York, NY"
